ID,住所,住所（丁目）,住所（番地等）,原因（特定できた場合のみ記載）,被害,発生年月日,branch1,branch2,address,x,y,year
1220,光ヶ丘,2,4付近,集中豪雨,店舗浸水,2008年8月30日,4,,千葉県柏市光ヶ丘2-4 ,139.95491,35.82945,2008
1221,光ヶ丘,2,5付近,集中豪雨,床下浸水,2003年10月13日,5,,千葉県柏市光ヶ丘2-5 ,139.95396,35.82858,2003
1222,光ヶ丘,2,5付近,集中豪雨,床下浸水,2003年10月13日,5,,千葉県柏市光ヶ丘2-5 ,139.95396,35.82858,2003
1223,光ヶ丘,2,5付近,大雨,店舗浸水,2011年8月26日,5,,千葉県柏市光ヶ丘2-5 ,139.95396,35.82858,2011
1224,光ヶ丘,2,5付近,大雨,道路冠水,2011年8月26日,5,,千葉県柏市光ヶ丘2-5 ,139.95396,35.82858,2011
1225,光ヶ丘,2,10付近,大雨,床下浸水,2001年10月13日,10,,千葉県柏市光ヶ丘2-10 ,139.9547,35.82807,2001
1226,光ヶ丘,2,10付近,大雨,床下浸水,2002年9月12日,10,,千葉県柏市光ヶ丘2-10 ,139.9547,35.82807,2002
1227,光ヶ丘,2,10付近,集中豪雨,店舗浸水,2007年6月10日,10,,千葉県柏市光ヶ丘2-10 ,139.9547,35.82807,2007
1228,光ヶ丘,2,10付近,集中豪雨,床下浸水,2007年6月10日,10,,千葉県柏市光ヶ丘2-10 ,139.9547,35.82807,2007
1229,光ヶ丘,2,10付近,集中豪雨,床下浸水,2007年6月10日,10,,千葉県柏市光ヶ丘2-10 ,139.9547,35.82807,2007
1230,光ヶ丘,2,10付近,集中豪雨,床下浸水,2007年6月10日,10,,千葉県柏市光ヶ丘2-10 ,139.9547,35.82807,2007
1231,光ヶ丘,2,10付近,集中豪雨,道路冠水,2008年8月28日,10,,千葉県柏市光ヶ丘2-10 ,139.9547,35.82807,2008
1232,光ヶ丘,2,10付近,集中豪雨,店舗浸水,2008年8月30日,10,,千葉県柏市光ヶ丘2-10 ,139.9547,35.82807,2008
1233,光ヶ丘,2,10付近,集中豪雨,道路冠水,2008年8月30日,10,,千葉県柏市光ヶ丘2-10 ,139.9547,35.82807,2008
1234,光ヶ丘,2,10付近,集中豪雨,床下浸水,2008年8月30日,10,,千葉県柏市光ヶ丘2-10 ,139.9547,35.82807,2008
1235,光ヶ丘,2,10付近,集中豪雨,床下浸水,2008年8月30日,10,,千葉県柏市光ヶ丘2-10 ,139.9547,35.82807,2008
1236,光ヶ丘,2,10付近,集中豪雨,床下浸水,2008年8月30日,10,,千葉県柏市光ヶ丘2-10 ,139.9547,35.82807,2008
1237,光ヶ丘,2,10付近,集中豪雨,床下浸水,2008年8月30日,10,,千葉県柏市光ヶ丘2-10 ,139.9547,35.82807,2008
1238,光ヶ丘,2,10付近,集中豪雨,床下浸水,2008年8月30日,10,,千葉県柏市光ヶ丘2-10 ,139.9547,35.82807,2008
1239,光ヶ丘,2,10付近,集中豪雨,床下浸水,2008年8月30日,10,,千葉県柏市光ヶ丘2-10 ,139.9547,35.82807,2008
1240,光ヶ丘,2,10付近,集中豪雨,床下浸水,2008年8月30日,10,,千葉県柏市光ヶ丘2-10 ,139.9547,35.82807,2008
1241,光ヶ丘,2,10付近,集中豪雨,床下浸水,2008年8月30日,10,,千葉県柏市光ヶ丘2-10 ,139.9547,35.82807,2008
1242,光ヶ丘,2,10付近,集中豪雨,床下浸水,2008年8月30日,10,,千葉県柏市光ヶ丘2-10 ,139.9547,35.82807,2008
1243,光ヶ丘,2,10付近,集中豪雨,床下浸水,2008年8月30日,10,,千葉県柏市光ヶ丘2-10 ,139.9547,35.82807,2008
1244,光ヶ丘,2,10付近,大雨,道路冠水,2011年8月26日,10,,千葉県柏市光ヶ丘2-10 ,139.9547,35.82807,2011
1245,光ヶ丘,2,15付近,台風18号,道路冠水,2014年10月6日,15,,千葉県柏市光ヶ丘2-15 ,139.95647,35.82907,2014
1246,光ヶ丘,2,19付近,台風22号,床下浸水,2004年10月9日,19,,千葉県柏市光ヶ丘2-19 ,139.95712,35.82796,2004
1247,光ヶ丘,2,19付近,台風22号,床下浸水,2004年10月9日,19,,千葉県柏市光ヶ丘2-19 ,139.95712,35.82796,2004
1248,光ヶ丘,2,20付近,台風22号,床下浸水,2004年10月9日,20,,千葉県柏市光ヶ丘2-20 ,139.95706,35.82774,2004
1249,光ヶ丘,2,20付近,台風9号,道路冠水,2010年9月8日,20,,千葉県柏市光ヶ丘2-20 ,139.95706,35.82774,2010
1250,光ヶ丘,2,24付近,大雨,道路冠水,2002年9月12日,24,,千葉県柏市光ヶ丘2-24 ,139.95378,35.82762,2002
1251,光ヶ丘,2,25付近,集中豪雨,道路冠水,2010年12月3日,25,,千葉県柏市光ヶ丘2-25 ,139.95181,35.82749,2010
1252,光ヶ丘,4,7付近,大雨,道路冠水,2016年7月14日,7,,千葉県柏市光ヶ丘4-7 ,139.96162,35.82781,2016
1253,光ヶ丘,5,5付近,大雨,道路冠水,2016年7月14日,5,,千葉県柏市光ヶ丘5-5 ,139.95779,35.83319,2016
1254,光ヶ丘団地,,200付近,集中豪雨,店舗浸水,2008年8月30日,200,,千葉県柏市光ヶ丘団地200 ,139.95781,35.82948,2008
1255,光ヶ丘団地,,200付近,集中豪雨,道路冠水,2008年8月30日,200,,千葉県柏市光ヶ丘団地200 ,139.95781,35.82948,2008
1256,藤ヶ谷,,911付近,集中豪雨,道路冠水,2021年8月23日,911,,千葉県柏市藤ヶ谷911 ,140.03056,35.80709,2021
1257,藤ヶ谷,,1859付近,大雨,道路冠水,2021年3月13日,1859,,千葉県柏市藤ヶ谷1859 ,140.01582,35.8111,2021
1258,藤ヶ谷,,1889付近,台風26号,床下浸水,2013年10月16日,1889,,千葉県柏市藤ヶ谷1889 ,140.01448,35.81152,2013
1259,藤ヶ谷,,1889付近,台風26号,床下浸水,2013年10月16日,1889,,千葉県柏市藤ヶ谷1889 ,140.01448,35.81152,2013
1260,藤ヶ谷,,1889付近,台風18号,道路冠水,2014年10月6日,1889,,千葉県柏市藤ヶ谷1889 ,140.01448,35.81152,2014
1261,藤ヶ谷,,1889付近,大雨,道路冠水,2018年9月3日,1889,,千葉県柏市藤ヶ谷1889 ,140.01448,35.81152,2018
1262,藤ヶ谷,,1891付近,大雨,道路冠水,2006年10月6日,1891,,千葉県柏市藤ヶ谷1891 ,140.01448,35.81152,2006
1263,藤ヶ谷新田,,157付近,台風18号,道路冠水,2014年10月6日,157,,千葉県柏市藤ヶ谷新田157 ,140.01366,35.82099,2014
1264,藤ヶ谷新田,,157付近,大雨,道路冠水,2021年8月15日,157,,千葉県柏市藤ヶ谷新田157 ,140.01366,35.82099,2021
1265,藤心,1,5付近,台風21号,道路冠水,1991年10月11日,5,,千葉県柏市藤心1-5 ,139.98987,35.8295,1991
1266,藤心,,273付近,台風3号,道路冠水,2000年7月7日,273,,千葉県柏市藤心273 ,139.99568,35.82592,2000
1267,藤心,,968付近,台風18号,道路冠水,1991年9月19日,968,,千葉県柏市藤心968 ,139.995,35.81709,1991
1268,藤心,,大津川沿い田圃付近,台風18号,道路冠水,1991年9月19日,,大津川沿い田圃,千葉県柏市藤心 大津川沿い田圃,139.99583,35.82054,1991
1269,藤心,,水路沿いの畑付近,台風18号,道路冠水,1991年9月19日,,水路沿いの畑,千葉県柏市藤心 水路沿いの畑,139.99583,35.82054,1991
1270,布施,,679付近,台風3号,道路冠水,2000年7月7日,679,,千葉県柏市布施679 ,139.99486,35.89083,2000
1271,布施,,825付近,台風18号,道路冠水,1991年9月19日,825,,千葉県柏市布施825 ,139.99112,35.88716,1991
1272,布施,,2498付近,集中豪雨,道路冠水,2008年8月30日,2498,,千葉県柏市布施2498 ,139.99283,35.89152,2008
1273,布施新町,3,20付近,集中豪雨,床下浸水,2008年8月30日,20,,千葉県柏市布施新町3-20 ,140.00594,35.89048,2008
1274,布施新町,4,5付近,集中豪雨,床下浸水,2008年8月30日,5,,千葉県柏市布施新町4-5 ,140.00887,35.8869,2008
1275,布施新町,4,5付近,集中豪雨,床下浸水,2008年8月30日,5,,千葉県柏市布施新町4-5 ,140.00887,35.8869,2008
1276,布施新町,4,5付近,集中豪雨,床下浸水,2008年8月30日,5,,千葉県柏市布施新町4-5 ,140.00887,35.8869,2008
1277,布施新町,4,10付近,集中豪雨,床下浸水,2008年8月30日,10,,千葉県柏市布施新町4-10 ,140.00845,35.88857,2008
1278,布施新町,4,10付近,集中豪雨,床下浸水,2008年8月30日,10,,千葉県柏市布施新町4-10 ,140.00845,35.88857,2008
1279,布施新町,4,10付近,集中豪雨,床下浸水,2008年8月30日,10,,千葉県柏市布施新町4-10 ,140.00845,35.88857,2008
1280,布施新町,4,11付近,集中豪雨,道路冠水,2008年8月30日,11,,千葉県柏市布施新町4-11 ,140.00847,35.88888,2008
1281,布施新町,4,11付近,集中豪雨,床下浸水,2008年8月30日,11,,千葉県柏市布施新町4-11 ,140.00847,35.88888,2008
1282,布施新町,4,11付近,集中豪雨,床下浸水,2008年8月30日,11,,千葉県柏市布施新町4-11 ,140.00847,35.88888,2008
1283,布施新町,4,11付近,集中豪雨,床下浸水,2008年8月30日,11,,千葉県柏市布施新町4-11 ,140.00847,35.88888,2008
1284,布施新町,4,11付近,集中豪雨,床下浸水,2008年8月30日,11,,千葉県柏市布施新町4-11 ,140.00847,35.88888,2008
1285,布施新町,4,11付近,集中豪雨,床下浸水,2008年8月30日,11,,千葉県柏市布施新町4-11 ,140.00847,35.88888,2008
1286,布施新町,4,20付近,集中豪雨,床下浸水,2008年8月30日,20,,千葉県柏市布施新町4-20 ,140.00957,35.88679,2008
1287,布施新町,4,21付近,集中豪雨,床下浸水,2008年8月30日,21,,千葉県柏市布施新町4-21 ,140.00948,35.88641,2008
1288,布施新町,4,21付近,集中豪雨,床下浸水,2008年8月30日,21,,千葉県柏市布施新町4-21 ,140.00948,35.88641,2008
1289,布施新町,4,21付近,集中豪雨,床下浸水,2008年8月30日,21,,千葉県柏市布施新町4-21 ,140.00948,35.88641,2008
1290,布施新町,4,21付近,集中豪雨,床下浸水,2008年8月30日,21,,千葉県柏市布施新町4-21 ,140.00948,35.88641,2008
1291,布施新町,4,21付近,集中豪雨,床下浸水,2008年8月30日,21,,千葉県柏市布施新町4-21 ,140.00948,35.88641,2008
1292,布施新町,4,22付近,集中豪雨,床上浸水,2008年8月30日,22,,千葉県柏市布施新町4-22 ,140.00941,35.88609,2008
1293,船戸,,1261付近,集中豪雨,道路冠水,2008年8月28日,1261,,千葉県柏市船戸1261 ,139.95358,35.91901,2008
1294,船戸,,1272付近,台風４号,道路冠水,2007年7月15日,1272,,千葉県柏市船戸1272 ,139.95238,35.91587,2007
1295,増尾,1,1付近,大雨,床上浸水,2003年10月13日,1,,千葉県柏市増尾1-1 ,139.97729,35.82994,2003
1296,増尾,1,9付近,台風18号,道路冠水,1991年9月19日,9,,千葉県柏市増尾1-9 ,139.97591,35.83235,1991
1297,増尾,1,9付近,台風11号,道路冠水,1993年8月26日,9,,千葉県柏市増尾1-9 ,139.97591,35.83235,1993
1298,増尾,1,9付近,集中豪雨,床下浸水,2003年10月13日,9,,千葉県柏市増尾1-9 ,139.97591,35.83235,2003
1299,増尾,1,9付近,台風22号,床上浸水,2004年10月9日,9,,千葉県柏市増尾1-9 ,139.97591,35.83235,2004
1300,増尾,1,9付近,集中豪雨,床下浸水,2007年6月10日,9,,千葉県柏市増尾1-9 ,139.97591,35.83235,2007
1301,増尾,1,9付近,集中豪雨,床下浸水,2007年6月10日,9,,千葉県柏市増尾1-9 ,139.97591,35.83235,2007
1302,増尾,1,9付近,集中豪雨,床下浸水,2007年6月10日,9,,千葉県柏市増尾1-9 ,139.97591,35.83235,2007
1303,増尾,1,9付近,集中豪雨,床下浸水,2007年6月10日,9,,千葉県柏市増尾1-9 ,139.97591,35.83235,2007
1304,増尾,1,9付近,集中豪雨,床下浸水,2007年6月10日,9,,千葉県柏市増尾1-9 ,139.97591,35.83235,2007
1305,増尾,1,9付近,集中豪雨,床上浸水,2008年8月30日,9,,千葉県柏市増尾1-9 ,139.97591,35.83235,2008
1306,増尾,1,9付近,集中豪雨,床上浸水,2008年8月30日,9,,千葉県柏市増尾1-9 ,139.97591,35.83235,2008
1307,増尾,1,9付近,集中豪雨,床上浸水,2008年8月30日,9,,千葉県柏市増尾1-9 ,139.97591,35.83235,2008
1308,増尾,1,9付近,集中豪雨,床上浸水,2008年8月30日,9,,千葉県柏市増尾1-9 ,139.97591,35.83235,2008
1309,増尾,1,9付近,集中豪雨,床上浸水,2008年8月30日,9,,千葉県柏市増尾1-9 ,139.97591,35.83235,2008
1310,増尾,1,9付近,集中豪雨,床下浸水,2008年8月30日,9,,千葉県柏市増尾1-9 ,139.97591,35.83235,2008
1311,増尾,1,9付近,集中豪雨,床下浸水,2008年8月30日,9,,千葉県柏市増尾1-9 ,139.97591,35.83235,2008
1312,増尾,1,12付近,集中豪雨,床下浸水,2008年8月30日,12,,千葉県柏市増尾1-12 ,139.97496,35.8317,2008
1313,増尾,1,17付近,集中豪雨,道路冠水,2003年10月13日,17,,千葉県柏市増尾1-17 ,139.97589,35.833,2003
1314,増尾,1,17付近,集中豪雨,道路冠水,2008年8月28日,17,,千葉県柏市増尾1-17 ,139.97589,35.833,2008
1315,増尾,1,17付近,集中豪雨,店舗浸水,2008年8月30日,17,,千葉県柏市増尾1-17 ,139.97589,35.833,2008
1316,増尾,1,17付近,集中豪雨,床下浸水,2008年8月30日,17,,千葉県柏市増尾1-17 ,139.97589,35.833,2008
1317,増尾,1,17付近,台風18号,道路冠水,2014年10月6日,17,,千葉県柏市増尾1-17 ,139.97589,35.833,2014
1318,増尾,1,18付近,集中豪雨,道路冠水,2003年10月13日,18,,千葉県柏市増尾1-18 ,139.97665,35.83332,2003
1319,増尾,1,18付近,台風22号,床下浸水,2004年10月9日,18,,千葉県柏市増尾1-18 ,139.97665,35.83332,2004
1320,増尾,1,18付近,台風22号,床下浸水,2004年10月9日,18,,千葉県柏市増尾1-18 ,139.97665,35.83332,2004
1321,増尾,1,18付近,集中豪雨,床下浸水,2007年6月10日,18,,千葉県柏市増尾1-18 ,139.97665,35.83332,2007
1322,増尾,1,18付近,大雨,道路冠水,2008年7月7日,18,,千葉県柏市増尾1-18 ,139.97665,35.83332,2008
1323,増尾,1,18付近,集中豪雨,床下浸水,2008年8月30日,18,,千葉県柏市増尾1-18 ,139.97665,35.83332,2008
1324,増尾,1,18付近,集中豪雨,床下浸水,2008年8月30日,18,,千葉県柏市増尾1-18 ,139.97665,35.83332,2008
1325,増尾,1,19付近,台風18号,道路冠水,1991年9月19日,19,,千葉県柏市増尾1-19 ,139.97694,35.83414,1991
1326,増尾,1,19付近,台風22号,床下浸水,2004年10月9日,19,,千葉県柏市増尾1-19 ,139.97694,35.83414,2004
1327,増尾,1,19付近,集中豪雨,床下浸水,2007年6月10日,19,,千葉県柏市増尾1-19 ,139.97694,35.83414,2007
1328,増尾,1,19付近,集中豪雨,床下浸水,2007年6月10日,19,,千葉県柏市増尾1-19 ,139.97694,35.83414,2007
1329,増尾,1,19付近,集中豪雨,床下浸水,2008年8月30日,19,,千葉県柏市増尾1-19 ,139.97694,35.83414,2008
1330,増尾,1,19付近,大雨,床下浸水,2011年8月26日,19,,千葉県柏市増尾1-19 ,139.97694,35.83414,2011
1331,増尾,1,20付近,大雨,道路冠水,2000年7月2日,20,,千葉県柏市増尾1-20 ,139.97733,35.83503,2000
1332,増尾,1,20付近,集中豪雨,道路冠水,2003年10月13日,20,,千葉県柏市増尾1-20 ,139.97733,35.83503,2003
1333,増尾,1,20付近,集中豪雨,床下浸水,2007年6月10日,20,,千葉県柏市増尾1-20 ,139.97733,35.83503,2007
1334,増尾,1,20付近,集中豪雨,床下浸水,2007年6月10日,20,,千葉県柏市増尾1-20 ,139.97733,35.83503,2007
1335,増尾,1,20付近,集中豪雨,床下浸水,2007年6月10日,20,,千葉県柏市増尾1-20 ,139.97733,35.83503,2007
1336,増尾,1,20付近,集中豪雨,床下浸水,2007年6月10日,20,,千葉県柏市増尾1-20 ,139.97733,35.83503,2007
1337,増尾,1,20付近,集中豪雨,床下浸水,2008年8月30日,20,,千葉県柏市増尾1-20 ,139.97733,35.83503,2008
1338,増尾,1,20付近,集中豪雨,床下浸水,2008年8月30日,20,,千葉県柏市増尾1-20 ,139.97733,35.83503,2008
1339,増尾,1,20付近,台風26号,道路冠水,2013年10月16日,20,,千葉県柏市増尾1-20 ,139.97733,35.83503,2013
1340,増尾,1,21付近,集中豪雨,道路冠水,2007年6月10日,21,,千葉県柏市増尾1-21 ,139.97728,35.83549,2007
1341,増尾,1,21付近,集中豪雨,床下浸水,2007年6月10日,21,,千葉県柏市増尾1-21 ,139.97728,35.83549,2007
1342,増尾,1,21付近,集中豪雨,道路冠水,2008年8月30日,21,,千葉県柏市増尾1-21 ,139.97728,35.83549,2008
1343,増尾,2,20付近,集中豪雨,床下浸水,2007年6月10日,20,,千葉県柏市増尾2-20 ,139.97737,35.83403,2007
1344,増尾,2,21付近,大雨,道路冠水,2001年10月10日,21,,千葉県柏市増尾2-21 ,139.97795,35.83409,2001
1345,増尾,3,11付近,集中豪雨,店舗浸水,2007年6月10日,11,,千葉県柏市増尾3-11 ,139.97813,35.8357,2007
1346,増尾,3,11付近,集中豪雨,店舗浸水,2008年8月30日,11,,千葉県柏市増尾3-11 ,139.97813,35.8357,2008
1347,増尾,3,16付近,台風18号,道路冠水,1991年9月19日,16,,千葉県柏市増尾3-16 ,139.98022,35.83679,1991
1348,増尾,3,23付近,大雨,道路冠水,2011年8月26日,23,,千葉県柏市増尾3-23 ,139.97955,35.83572,2011
1349,増尾,4,3付近,集中豪雨,道路冠水,2003年10月14日,3,,千葉県柏市増尾4-3 ,139.98193,35.83314,2003
1350,増尾,4,8付近,集中豪雨,床下浸水,2003年10月13日,8,,千葉県柏市増尾4-8 ,139.98538,35.83456,2003
1351,増尾,4,8付近,台風22号,床上浸水,2004年10月9日,8,,千葉県柏市増尾4-8 ,139.98538,35.83456,2004
1352,増尾,4,8付近,台風22号,床上浸水,2004年10月9日,8,,千葉県柏市増尾4-8 ,139.98538,35.83456,2004
1353,増尾,4,8付近,台風22号,床上浸水,2004年10月9日,8,,千葉県柏市増尾4-8 ,139.98538,35.83456,2004
1354,増尾,4,8付近,台風22号,床上浸水,2004年10月9日,8,,千葉県柏市増尾4-8 ,139.98538,35.83456,2004
1355,増尾,4,8付近,台風22号,床上浸水,2004年10月9日,8,,千葉県柏市増尾4-8 ,139.98538,35.83456,2004
1356,増尾,4,8付近,台風22号,床下浸水,2004年10月9日,8,,千葉県柏市増尾4-8 ,139.98538,35.83456,2004
1357,増尾,4,8付近,集中豪雨,床下浸水,2007年6月10日,8,,千葉県柏市増尾4-8 ,139.98538,35.83456,2007
1358,増尾,4,8付近,集中豪雨,床下浸水,2007年6月10日,8,,千葉県柏市増尾4-8 ,139.98538,35.83456,2007
1359,増尾,4,10付近,台風11号,道路冠水,2001年8月21日,10,,千葉県柏市増尾4-10 ,139.9848,35.83615,2001
1360,増尾,4,20付近,台風18号,道路冠水,1991年9月19日,20,,千葉県柏市増尾4-20 ,139.98444,35.83714,1991
1361,増尾,4,20付近,大雨,床下浸水,2002年9月12日,20,,千葉県柏市増尾4-20 ,139.98444,35.83714,2002
1362,増尾,4,20付近,集中豪雨,床下浸水,2007年6月10日,20,,千葉県柏市増尾4-20 ,139.98444,35.83714,2007
1363,増尾,4,20付近,集中豪雨,床下浸水,2007年6月10日,20,,千葉県柏市増尾4-20 ,139.98444,35.83714,2007
1364,増尾,4,20付近,集中豪雨,床下浸水,2007年6月10日,20,,千葉県柏市増尾4-20 ,139.98444,35.83714,2007
1365,増尾,4,20付近,集中豪雨,床下浸水,2007年6月10日,20,,千葉県柏市増尾4-20 ,139.98444,35.83714,2007
1366,増尾,4,20付近,集中豪雨,床下浸水,2007年6月10日,20,,千葉県柏市増尾4-20 ,139.98444,35.83714,2007
1367,増尾,5,3付近,大雨,床下浸水,2002年9月12日,3,,千葉県柏市増尾5-3 ,139.98407,35.83115,2002
1368,増尾,5,3付近,集中豪雨,床下浸水,2003年10月14日,3,,千葉県柏市増尾5-3 ,139.98407,35.83115,2003
1369,増尾,5,3付近,集中豪雨,床下浸水,2007年6月10日,3,,千葉県柏市増尾5-3 ,139.98407,35.83115,2007
1370,増尾,7,9～10付近,集中豪雨,道路冠水,2008年8月30日,9,,千葉県柏市増尾7-9 ,139.98424,35.82776,2008
1371,増尾,8,24付近,台風22号,床下浸水,2004年10月9日,24,,千葉県柏市増尾8-24 ,139.98805,35.82995,2004
1372,増尾,8,1～4付近,集中豪雨,道路冠水,2008年8月30日,1,,千葉県柏市増尾8-1 ,139.98514,35.82793,2008
1373,増尾,,1261付近,台風18号,道路冠水,1991年9月19日,1261,,千葉県柏市増尾1261 ,139.98256,35.8381,1991
1374,増尾,,1313付近,台風18号,道路冠水,1991年9月19日,1313,,千葉県柏市増尾1313 ,139.98123,35.83743,1991
1375,増尾,,1710付近,台風11号,道路冠水,1993年8月26日,1710,,千葉県柏市増尾1710 ,139.97508,35.83647,1993
1376,増尾台,1,5付近,台風22号,床下浸水,2004年10月9日,5,,千葉県柏市増尾台1-5 ,139.97481,35.8283,2004
1377,増尾台,1,5付近,集中豪雨,店舗浸水,2007年6月10日,5,,千葉県柏市増尾台1-5 ,139.97481,35.8283,2007
1378,増尾台,1,5付近,集中豪雨,店舗浸水,2007年6月10日,5,,千葉県柏市増尾台1-5 ,139.97481,35.8283,2007
1379,増尾台,1,5付近,集中豪雨,店舗浸水,2007年6月10日,5,,千葉県柏市増尾台1-5 ,139.97481,35.8283,2007
1380,増尾台,1,5付近,集中豪雨,道路冠水,2007年6月10日,5,,千葉県柏市増尾台1-5 ,139.97481,35.8283,2007
1381,増尾台,1,5付近,大雨,店舗浸水,2008年7月7日,5,,千葉県柏市増尾台1-5 ,139.97481,35.8283,2008
1382,増尾台,1,5付近,集中豪雨,店舗浸水,2008年8月30日,5,,千葉県柏市増尾台1-5 ,139.97481,35.8283,2008
1383,増尾台,1,5付近,集中豪雨,店舗浸水,2008年8月30日,5,,千葉県柏市増尾台1-5 ,139.97481,35.8283,2008
1384,増尾台,1,5付近,集中豪雨,店舗浸水,2008年8月30日,5,,千葉県柏市増尾台1-5 ,139.97481,35.8283,2008
1385,増尾台,1,5付近,集中豪雨,床下浸水,2008年8月30日,5,,千葉県柏市増尾台1-5 ,139.97481,35.8283,2008
1386,増尾台,1,5付近,集中豪雨,床下浸水,2008年8月30日,5,,千葉県柏市増尾台1-5 ,139.97481,35.8283,2008
1387,増尾台,1,5付近,台風18号,道路冠水,2009年10月8日,5,,千葉県柏市増尾台1-5 ,139.97481,35.8283,2009
1388,増尾台,1,5付近,大雨,店舗浸水,2011年8月26日,5,,千葉県柏市増尾台1-5 ,139.97481,35.8283,2011
1389,増尾台,1,5付近,大雨,店舗浸水,2011年8月26日,5,,千葉県柏市増尾台1-5 ,139.97481,35.8283,2011
1390,増尾台,1,6付近,台風18号,道路冠水,1991年9月19日,6,,千葉県柏市増尾台1-6 ,139.9747,35.82785,1991
1391,増尾台,1,6付近,大雨,床下浸水,2002年9月12日,6,,千葉県柏市増尾台1-6 ,139.9747,35.82785,2002
1392,増尾台,1,6付近,集中豪雨,床上浸水,2003年10月13日,6,,千葉県柏市増尾台1-6 ,139.9747,35.82785,2003
1393,増尾台,1,6付近,集中豪雨,店舗浸水,2007年6月10日,6,,千葉県柏市増尾台1-6 ,139.9747,35.82785,2007
1394,増尾台,1,6付近,集中豪雨,店舗浸水,2007年6月10日,6,,千葉県柏市増尾台1-6 ,139.9747,35.82785,2007
1395,増尾台,1,6付近,集中豪雨,店舗浸水,2007年6月10日,6,,千葉県柏市増尾台1-6 ,139.9747,35.82785,2007
1396,増尾台,1,6付近,集中豪雨,店舗浸水,2008年8月30日,6,,千葉県柏市増尾台1-6 ,139.9747,35.82785,2008
1397,増尾台,1,6付近,集中豪雨,店舗浸水,2008年8月30日,6,,千葉県柏市増尾台1-6 ,139.9747,35.82785,2008
1398,増尾台,1,6付近,集中豪雨,店舗浸水,2008年8月30日,6,,千葉県柏市増尾台1-6 ,139.9747,35.82785,2008
1399,増尾台,1,6付近,集中豪雨,床下浸水,2008年8月30日,6,,千葉県柏市増尾台1-6 ,139.9747,35.82785,2008
1400,増尾台,1,6付近,集中豪雨,床下浸水,2008年8月30日,6,,千葉県柏市増尾台1-6 ,139.9747,35.82785,2008
1401,増尾台,1,6付近,集中豪雨,床下浸水,2008年8月30日,6,,千葉県柏市増尾台1-6 ,139.9747,35.82785,2008
1402,増尾台,1,6付近,台風9号,道路冠水,2010年9月8日,6,,千葉県柏市増尾台1-6 ,139.9747,35.82785,2010
1403,増尾台,1,6付近,大雨,店舗浸水,2011年8月26日,6,,千葉県柏市増尾台1-6 ,139.9747,35.82785,2011
1404,増尾台,1,6付近,大雨,床下浸水,2011年8月26日,6,,千葉県柏市増尾台1-6 ,139.9747,35.82785,2011
1405,増尾台,1,7付近,台風18号,道路冠水,2009年10月8日,7,,千葉県柏市増尾台1-7 ,139.97461,35.82736,2009
1406,増尾台,1,18付近,集中豪雨,道路冠水,2003年10月14日,18,,千葉県柏市増尾台1-18 ,139.97939,35.82581,2003
1407,増尾台,1,18付近,台風22号,床上浸水,2004年10月9日,18,,千葉県柏市増尾台1-18 ,139.97939,35.82581,2004
1408,増尾台,1,18付近,台風22号,床下浸水,2004年10月9日,18,,千葉県柏市増尾台1-18 ,139.97939,35.82581,2004
1409,増尾台,1,18付近,集中豪雨,床下浸水,2007年6月10日,18,,千葉県柏市増尾台1-18 ,139.97939,35.82581,2007
1410,増尾台,1,18付近,集中豪雨,床下浸水,2007年6月10日,18,,千葉県柏市増尾台1-18 ,139.97939,35.82581,2007
1411,増尾台,1,18付近,集中豪雨,床下浸水,2007年6月10日,18,,千葉県柏市増尾台1-18 ,139.97939,35.82581,2007
1412,増尾台,1,18付近,集中豪雨,床下浸水,2007年6月10日,18,,千葉県柏市増尾台1-18 ,139.97939,35.82581,2007
1413,増尾台,1,18付近,大雨,道路冠水,2008年7月7日,18,,千葉県柏市増尾台1-18 ,139.97939,35.82581,2008
1414,増尾台,1,18付近,大雨,床下浸水,2008年7月7日,18,,千葉県柏市増尾台1-18 ,139.97939,35.82581,2008
1415,増尾台,1,18付近,大雨,床下浸水,2008年7月7日,18,,千葉県柏市増尾台1-18 ,139.97939,35.82581,2008
1416,増尾台,1,18付近,大雨,床下浸水,2008年7月7日,18,,千葉県柏市増尾台1-18 ,139.97939,35.82581,2008
1417,増尾台,1,18付近,大雨,床下浸水,2008年7月7日,18,,千葉県柏市増尾台1-18 ,139.97939,35.82581,2008
1418,増尾台,1,18付近,集中豪雨,道路冠水,2008年8月30日,18,,千葉県柏市増尾台1-18 ,139.97939,35.82581,2008
1419,増尾台,1,18付近,集中豪雨,床上浸水,2008年8月30日,18,,千葉県柏市増尾台1-18 ,139.97939,35.82581,2008
1420,増尾台,1,18付近,集中豪雨,床上浸水,2008年8月30日,18,,千葉県柏市増尾台1-18 ,139.97939,35.82581,2008
1421,増尾台,1,18付近,集中豪雨,床上浸水,2008年8月30日,18,,千葉県柏市増尾台1-18 ,139.97939,35.82581,2008
1422,増尾台,1,18付近,集中豪雨,床上浸水,2008年8月30日,18,,千葉県柏市増尾台1-18 ,139.97939,35.82581,2008
1423,増尾台,1,18付近,集中豪雨,床上浸水,2008年8月30日,18,,千葉県柏市増尾台1-18 ,139.97939,35.82581,2008
1424,増尾台,1,18付近,集中豪雨,床上浸水,2008年8月30日,18,,千葉県柏市増尾台1-18 ,139.97939,35.82581,2008
